Response ID,Time Started,Date Submitted,Status,Language,"What's your experience with Web Components (custom elements, shadow DOM, etc.)?","Children changed callback:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Composed selection:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Constructable stylesheets & adoptedStyleSheets:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Cross-root ARIA:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS module scripts:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","CSS Properties and Values API inside shadow root:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom attributes:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom CSS state:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Custom SVG/MathML elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative CSS modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Declarative shadow DOM:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Form-Associated custom elements:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","HTML modules:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Imperative slot assignment:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Lazy custom element definitions:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Open styling of shadow roots:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Scoped element registries:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Styling children of slotted content:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Template instantiation and updating:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)","Theming:For your needs as a developer, which Web Components features should be improved across browsers in the coming year? This means enabling support or fixing bugs. (This is not a complete list, other features may also be planned.)"
462,"Mar 30, 2023 3:29:31 am","Mar 30, 2023 3:29:31 am",Complete,English,Have used them,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
463,"Mar 30, 2023 3:36:43 am","Mar 30, 2023 3:36:43 am",Complete,English,Know about them,I don't need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,,I don't need this,I need this,I don't care/don't know
464,"Mar 30, 2023 3:37:28 am","Mar 30, 2023 3:37:28 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
465,"Mar 30, 2023 3:38:45 am","Mar 30, 2023 3:38:45 am",Complete,English,Have used them,I need this,,I need this,I need this,I need this,I need this,I don't care/don't know,,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this
466,"Mar 30, 2023 3:50:18 am","Mar 30, 2023 3:50:18 am",Complete,English,Have used them,,,I need this,,,,,,,,,I need this,,,,,,,,,I need this
467,"Mar 30, 2023 3:52:16 am","Mar 30, 2023 3:52:16 am",Complete,English,Have used them,,,,,,,,,,,,I need this,,,I need this,,,,I need this,,
468,"Mar 30, 2023 3:58:28 am","Mar 30, 2023 3:58:28 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't need this
469,"Mar 30, 2023 4:04:37 am","Mar 30, 2023 4:04:37 am",Complete,English,Have used them,,I need this,,I need this,I need this,,,I need this,I don't care/don't know,I need this,I need this,,I don't care/don't know,I need this,,,,,I need this,,
470,"Mar 30, 2023 4:05:07 am","Mar 30, 2023 4:05:07 am",Complete,English,Have used them,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this
471,"Mar 30, 2023 4:07:15 am","Mar 30, 2023 4:07:15 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
472,"Mar 30, 2023 4:07:54 am","Mar 30, 2023 4:07:54 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't need this,I need this,I don't need this
473,"Mar 30, 2023 4:16:44 am","Mar 30, 2023 4:16:44 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
474,"Mar 30, 2023 4:17:04 am","Mar 30, 2023 4:17:04 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
475,"Mar 30, 2023 4:17:14 am","Mar 30, 2023 4:17:14 am",Complete,English,Know about them,I don't need this,I don't need this,I don't need this,I don't need this,I need this,I don't need this,I need this,I need this,I don't need this,I need this,I don't need this,I need this,I don't need this,I don't care/don't know,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this
476,"Mar 30, 2023 4:17:22 am","Mar 30, 2023 4:17:22 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
477,"Mar 30, 2023 4:23:07 am","Mar 30, 2023 4:23:07 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this
478,"Mar 30, 2023 4:23:53 am","Mar 30, 2023 4:23:53 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
479,"Mar 30, 2023 4:24:02 am","Mar 30, 2023 4:24:02 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
480,"Mar 30, 2023 4:24:16 am","Mar 30, 2023 4:24:16 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
481,"Mar 30, 2023 4:44:38 am","Mar 30, 2023 4:44:38 am",Complete,English,Have used them,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I don't need this,I don't need this,I need this,I need this,I need this,I need this,I don't need this
482,"Mar 30, 2023 4:45:08 am","Mar 30, 2023 4:45:08 am",Complete,English,Have used them,I need this,,,,,I need this,,I need this,,,,,,,,,,,I need this,,I need this
483,"Mar 30, 2023 4:59:20 am","Mar 30, 2023 4:59:20 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
484,"Mar 30, 2023 5:04:15 am","Mar 30, 2023 5:04:15 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
485,"Mar 30, 2023 5:06:35 am","Mar 30, 2023 5:06:35 am",Complete,English,Know about them,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I don't need this,I don't care/don't know,I don't need this,I need this,I don't need this,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I need this
486,"Mar 30, 2023 5:08:14 am","Mar 30, 2023 5:08:14 am",Complete,English,Know about them,I don't need this,I don't care/don't know,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't need this,I don't need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I need this
487,"Mar 30, 2023 5:10:33 am","Mar 30, 2023 5:10:33 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know
488,"Mar 30, 2023 5:23:40 am","Mar 30, 2023 5:23:40 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
489,"Mar 30, 2023 5:27:03 am","Mar 30, 2023 5:27:03 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
490,"Mar 30, 2023 5:30:34 am","Mar 30, 2023 5:30:34 am",Complete,English,Have used them,,,,,I need this,,I need this,,I need this,I need this,,I don't need this,,I need this,I don't care/don't know,I need this,,,,I don't need this,
491,"Mar 30, 2023 5:36:15 am","Mar 30, 2023 5:36:15 am",Complete,English,Know about them,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I don't need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this
492,"Mar 30, 2023 5:36:50 am","Mar 30, 2023 5:36:50 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
493,"Mar 30, 2023 5:42:02 am","Mar 30, 2023 5:42:02 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
494,"Mar 30, 2023 5:49:47 am","Mar 30, 2023 5:49:47 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
495,"Mar 30, 2023 5:53:23 am","Mar 30, 2023 5:53:23 am",Complete,English,Know about them,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this
496,"Mar 30, 2023 5:57:58 am","Mar 30, 2023 5:57:58 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
497,"Mar 30, 2023 6:00:55 am","Mar 30, 2023 6:00:55 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this
498,"Mar 30, 2023 6:11:56 am","Mar 30, 2023 6:11:56 am",Complete,English,Know about them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know
499,"Mar 30, 2023 6:13:04 am","Mar 30, 2023 6:13:04 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
500,"Mar 30, 2023 6:16:50 am","Mar 30, 2023 6:16:50 am",Complete,English,Have used them,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
501,"Mar 30, 2023 6:17:28 am","Mar 30, 2023 6:17:28 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
502,"Mar 30, 2023 6:19:59 am","Mar 30, 2023 6:19:59 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
503,"Mar 30, 2023 6:23:32 am","Mar 30, 2023 6:23:32 am",Complete,English,Know about them,,,,I need this,,,,,,,,,I need this,,,,,,I need this,,
504,"Mar 30, 2023 6:25:33 am","Mar 30, 2023 6:25:33 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
505,"Mar 30, 2023 6:28:12 am","Mar 30, 2023 6:28:12 am",Complete,English,Have used them,I don't care/don't know,I don't care/don't know,I don't need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't need this,I don't care/don't know,I don't need this,I need this,I need this,I don't care/don't know,I don't need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't need this,I need this,I need this
506,"Mar 30, 2023 6:28:36 am","Mar 30, 2023 6:28:36 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know
507,"Mar 30, 2023 6:28:56 am","Mar 30, 2023 6:28:56 am",Complete,English,Know about them,I need this,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
508,"Mar 30, 2023 6:31:54 am","Mar 30, 2023 6:31:54 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this
509,"Mar 30, 2023 6:32:50 am","Mar 30, 2023 6:32:50 am",Complete,English,Know about them,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this,I don't need this
510,"Mar 30, 2023 6:33:13 am","Mar 30, 2023 6:33:13 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
511,"Mar 30, 2023 6:35:35 am","Mar 30, 2023 6:35:35 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
512,"Mar 30, 2023 6:38:21 am","Mar 30, 2023 6:38:21 am",Complete,English,Have used them,,,,,,,,,,,I need this,I need this,,,,,I need this,,,,
513,"Mar 30, 2023 6:41:19 am","Mar 30, 2023 6:41:19 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
514,"Mar 30, 2023 6:59:00 am","Mar 30, 2023 6:59:00 am",Complete,English,Have used them,I need this,I don't care/don't know,I need this,I need this,I don't need this,I need this,I need this,I need this,I don't need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I need this
515,"Mar 30, 2023 7:05:05 am","Mar 30, 2023 7:05:05 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
516,"Mar 30, 2023 7:08:44 am","Mar 30, 2023 7:08:44 am",Complete,English,Know about them,I need this,,I need this,I need this,I don't need this,I need this,I need this,I need this,I don't need this,I don't need this,I need this,I don't need this,I need this,I don't need this,I don't need this,I need this,I need this,I don't need this,I need this,I need this,I don't need this
517,"Mar 30, 2023 7:11:19 am","Mar 30, 2023 7:11:19 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
518,"Mar 30, 2023 7:12:57 am","Mar 30, 2023 7:12:57 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
519,"Mar 30, 2023 7:13:17 am","Mar 30, 2023 7:13:17 am",Complete,English,Have used them,I don't need this,I don't need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't need this,I need this,I need this,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't need this,I need this,I need this,I need this
520,"Mar 30, 2023 7:15:53 am","Mar 30, 2023 7:15:53 am",Complete,English,Know about them,I don't need this,I don't care/don't know,I need this,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I don't need this,I need this,I don't need this,I need this,I don't care/don't know
521,"Mar 30, 2023 7:21:48 am","Mar 30, 2023 7:21:48 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this,I need this,I need this,I need this,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I need this
522,"Mar 30, 2023 7:25:43 am","Mar 30, 2023 7:25:43 am",Complete,English,Know about them,I need this,I don't care/don't know,I need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't need this,I need this,I don't care/don't know,I don't care/don't know,I need this,I need this,I don't care/don't know,I need this,I don't care/don't know,I don't care/don't know,I need this,I don't care/don't know,I need this
523,"Mar 30, 2023 7:25:56 am","Mar 30, 2023 7:25:56 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
524,"Mar 30, 2023 7:26:11 am","Mar 30, 2023 7:26:11 am",Complete,English,Know about them,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know,I don't care/don't know
525,"Mar 30, 2023 7:26:27 am","Mar 30, 2023 7:26:27 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
526,"Mar 30, 2023 7:37:04 am","Mar 30, 2023 7:37:04 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
527,"Mar 30, 2023 7:37:07 am","Mar 30, 2023 7:37:07 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
528,"Mar 30, 2023 7:38:42 am","Mar 30, 2023 7:38:42 am",Complete,English,Never heard of them,,,,,,,,,,,,,,,,,,,,,
