Response ID,Time Started,Date Submitted,Status,Legacy Comments,Comments,Language,Referer,User Agent,Tags,Chrome desktop:A web feature must be supported by these browsers before you can use it:,Chrome on Android:A web feature must be supported by these browsers before you can use it:,Android Webview:A web feature must be supported by these browsers before you can use it:,Firefox desktop:A web feature must be supported by these browsers before you can use it:,Firefox on Android:A web feature must be supported by these browsers before you can use it:,Edge desktop:A web feature must be supported by these browsers before you can use it:,Internet Explorer:A web feature must be supported by these browsers before you can use it:,Safari desktop:A web feature must be supported by these browsers before you can use it:,Safari on iOS:A web feature must be supported by these browsers before you can use it:,Opera desktop:A web feature must be supported by these browsers before you can use it:,Opera on Android:A web feature must be supported by these browsers before you can use it:,Samsung Internet:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,Other - Please specify:A web feature must be supported by these browsers before you can use it:,"For those browsers, how far back do they need to support a feature before you can use it?","Do you need other browsers to be included in the compatibility tables on MDN? If so, tell us which ones:",How important is it for you to know about browser support for experimental features that must be enabled by the user?,How important is it for you to know whether a browser is planning to ship a feature behind a user preference in an upcoming release?
611,"Oct 22, 2022 12:26:45 am","Oct 22, 2022 12:26:45 am",Complete,,,English,https://survey.alchemer.com/s3/7049440/Short-survey-browsers,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Depends on the browser,,Not important,Somewhat important
612,"Oct 22, 2022 1:00:13 am","Oct 22, 2022 1:00:13 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,Edge desktop,,,,,,,,,,,Current major version is enough,,Neutral,Somewhat important
613,"Oct 22, 2022 1:03:21 am","Oct 22, 2022 1:03:21 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
614,"Oct 22, 2022 1:22:16 am","Oct 22, 2022 1:22:16 am",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,,,,,,Current major version is enough,,Somewhat important,Somewhat important
615,"Oct 22, 2022 1:34:29 am","Oct 22, 2022 1:34:29 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
616,"Oct 22, 2022 1:42:51 am","Oct 22, 2022 1:42:51 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
617,"Oct 22, 2022 1:44:24 am","Oct 22, 2022 1:44:24 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,Internet Explorer,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Depends on the browser,,Somewhat important,Neutral
618,"Oct 22, 2022 2:04:27 am","Oct 22, 2022 2:04:27 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
619,"Oct 22, 2022 2:13:14 am","Oct 22, 2022 2:13:14 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,,,,,,,,,,Needs to be supported in more than current and previous major version,,Not important,Not important
620,"Oct 22, 2022 2:38:37 am","Oct 22, 2022 2:38:37 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Neutral,Not important
621,"Oct 22, 2022 2:46:06 am","Oct 22, 2022 2:46:06 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Neutral
622,"Oct 22, 2022 2:55:50 am","Oct 22, 2022 2:55:50 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Very important
623,"Oct 22, 2022 2:57:57 am","Oct 22, 2022 2:57:57 am",Complete,,,English,https://developer.mozilla.org/en-US/docs/Web/CSS/background-image,,,Chrome desktop,,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Depends on the browser,,Neutral,Very important
624,"Oct 22, 2022 4:21:15 am","Oct 22, 2022 4:21:15 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,Edge desktop,,Safari desktop,,,,,,,,,Needs to be supported in more than current and previous major version,,Somewhat important,Neutral
625,"Oct 22, 2022 5:29:39 am","Oct 22, 2022 5:29:39 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,,,,,,,Needs to be supported in more than current and previous major version,,Neutral,Somewhat important
626,"Oct 22, 2022 5:46:38 am","Oct 22, 2022 5:46:38 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
627,"Oct 22, 2022 6:00:57 am","Oct 22, 2022 6:00:57 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,,,Safari desktop,Safari on iOS,Opera desktop,,,,,,,Depends on the browser,,Very important,Very important
628,"Oct 22, 2022 6:03:24 am","Oct 22, 2022 6:03:24 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Neutral,Not important
629,"Oct 22, 2022 6:34:34 am","Oct 22, 2022 6:34:35 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,Internet Explorer,Neutral,Not important
630,"Oct 22, 2022 6:41:05 am","Oct 22, 2022 6:41:05 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,,,,,,Current major version is enough,,Very important,Somewhat important
631,"Oct 22, 2022 7:39:12 am","Oct 22, 2022 7:39:12 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,,,,,,,,,,,,Depends on the browser,,,
632,"Oct 22, 2022 7:57:53 am","Oct 22, 2022 7:57:53 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Not important,Not important
633,"Oct 22, 2022 8:05:28 am","Oct 22, 2022 8:05:29 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,Opera on Android,Samsung Internet,,Other - Please specify,,Blisk,Needs to be supported in current and previous major version,Blisk,Very important,Very important
634,"Oct 22, 2022 8:07:38 am","Oct 22, 2022 8:07:38 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,,,,,,,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Not important
635,"Oct 22, 2022 8:11:31 am","Oct 22, 2022 8:11:31 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,Edge desktop,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,,Not important,Very important
636,"Oct 22, 2022 8:24:14 am","Oct 22, 2022 8:24:14 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Neutral,Somewhat important
637,"Oct 22, 2022 9:37:47 am","Oct 22, 2022 9:37:47 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Not important,Somewhat important
638,"Oct 22, 2022 10:01:57 am","Oct 22, 2022 10:01:57 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Very important,Very important
639,"Oct 22, 2022 10:07:58 am","Oct 22, 2022 10:07:58 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,,,,,,,,,,Current major version is enough,,Somewhat important,Very important
640,"Oct 22, 2022 10:25:53 am","Oct 22, 2022 10:25:53 am",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,Other - Please specify,,"background-image: linear-gradient(to right top, #051937, #004d7a, #008793, #00bf72, #a8eb12);",,,,
641,"Oct 22, 2022 10:53:50 am","Oct 22, 2022 10:53:50 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,,,,
642,"Oct 22, 2022 11:03:46 am","Oct 22, 2022 11:03:46 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,Internet Explorer,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Depends on the browser,,Somewhat important,Somewhat important
643,"Oct 22, 2022 11:15:21 am","Oct 22, 2022 11:15:21 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Needs to be supported in current and previous major version,,,
644,"Oct 22, 2022 11:17:45 am","Oct 22, 2022 11:17:45 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,Firefox on Android,,,,Safari on iOS,,,Samsung Internet,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
645,"Oct 22, 2022 11:27:18 am","Oct 22, 2022 11:27:18 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,Safari desktop,Safari on iOS,,,,,Other - Please specify,,Chrome iOS,Current major version is enough,,Very important,Very important
646,"Oct 22, 2022 12:24:52 pm","Oct 22, 2022 12:24:52 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Depends on the browser,,Neutral,Neutral
647,"Oct 22, 2022 12:26:31 pm","Oct 22, 2022 12:26:31 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,Other - Please specify,,"Any browser, as long as the spec is mostly stable",Current major version is enough,,Somewhat important,Somewhat important
648,"Oct 22, 2022 12:27:24 pm","Oct 22, 2022 12:27:25 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,Other - Please specify,,use of resources - Memory,Needs to be supported in more than current and previous major version,No,Somewhat important,Very important
649,"Oct 22, 2022 1:17:29 pm","Oct 22, 2022 1:17:29 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,Edge desktop,,Safari desktop,,,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Somewhat important
650,"Oct 22, 2022 2:01:50 pm","Oct 22, 2022 2:01:51 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,IE,Neutral,Neutral
651,"Oct 22, 2022 2:06:38 pm","Oct 22, 2022 2:06:38 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,,,,,,,,,Other - Please specify,,Brave desktop,Needs to be supported in current and previous major version,Brave,Somewhat important,Somewhat important
652,"Oct 22, 2022 2:24:59 pm","Oct 22, 2022 2:24:59 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in more than current and previous major version,,Somewhat important,Very important
653,"Oct 22, 2022 2:30:47 pm","Oct 22, 2022 2:30:47 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Current major version is enough,,Very important,Not important
654,"Oct 22, 2022 2:45:37 pm","Oct 22, 2022 2:45:37 pm",Complete,,,English,https://survey.alchemer.com/s3/7049440/Short-survey-browsers,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,,,Safari desktop,Safari on iOS,,,,,,,,Depends on the browser,,Not important,Somewhat important
655,"Oct 22, 2022 2:59:21 pm","Oct 22, 2022 2:59:21 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Depends on the browser,,Neutral,Neutral
656,"Oct 22, 2022 4:42:59 pm","Oct 22, 2022 4:42:59 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,,,,,,,Depends on the browser,,Somewhat important,Very important
657,"Oct 22, 2022 5:00:22 pm","Oct 22, 2022 5:00:22 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Somewhat important,Neutral
658,"Oct 22, 2022 5:02:28 pm","Oct 22, 2022 5:02:28 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,,Edge desktop,,,,,Opera on Android,,,,,,Needs to be supported in current and previous major version,,Neutral,Neutral
659,"Oct 22, 2022 5:32:43 pm","Oct 22, 2022 5:32:43 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in current and previous major version,,Very important,Very important
660,"Oct 22, 2022 5:51:29 pm","Oct 22, 2022 5:51:29 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Not important,Very important
661,"Oct 22, 2022 5:56:07 pm","Oct 22, 2022 5:56:07 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,,,Opera desktop,,,,,,,Current major version is enough,,Somewhat important,Neutral
662,"Oct 22, 2022 6:08:05 pm","Oct 22, 2022 6:08:05 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,Firefox on Android,,,,,,,,,,,,Current major version is enough,,Very important,Neutral
663,"Oct 22, 2022 7:08:53 pm","Oct 22, 2022 7:08:53 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,,,,,,,,,Current major version is enough,,,
664,"Oct 22, 2022 7:27:18 pm","Oct 22, 2022 7:27:18 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,Firefox desktop,,,,,,,,,,,,,Current major version is enough,,Very important,Somewhat important
665,"Oct 22, 2022 7:47:27 pm","Oct 22, 2022 7:47:27 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,,Neutral,Somewhat important
666,"Oct 22, 2022 8:04:02 pm","Oct 22, 2022 8:04:02 pm",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,Android Webview,,,,,,Safari on iOS,,,,,,,,Current major version is enough,,Very important,Very important
667,"Oct 22, 2022 9:48:24 pm","Oct 22, 2022 9:48:24 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,,,,Safari on iOS,,,,,Other - Please specify,,Chrome on IOS,Current major version is enough,,Very important,Neutral
668,"Oct 22, 2022 9:51:27 pm","Oct 22, 2022 9:51:27 pm",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,,,Safari desktop,Safari on iOS,,,,,,,,Current major version is enough,,Very important,Somewhat important
669,"Oct 22, 2022 10:29:43 pm","Oct 22, 2022 10:29:43 pm",Complete,,,English,https://developer.mozilla.org/,,,,Chrome on Android,,,,,,,,,,,,,,,Depends on the browser,,Very important,Neutral
670,"Oct 22, 2022 11:37:53 pm","Oct 22, 2022 11:37:53 pm",Complete,,,English,https://developer.mozilla.org/,,,,,,,,,,,,,,,,,,,,,,
671,"Oct 23, 2022 12:15:48 am","Oct 23, 2022 12:15:48 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,Firefox desktop,,,,,,,,,,,,,Needs to be supported in more than current and previous major version,,Very important,Somewhat important
672,"Oct 23, 2022 1:58:14 am","Oct 23, 2022 1:58:14 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,Android Webview,Firefox desktop,Firefox on Android,Edge desktop,,Safari desktop,Safari on iOS,,,Samsung Internet,,,,,Current major version is enough,,Very important,Somewhat important
673,"Oct 23, 2022 2:37:44 am","Oct 23, 2022 2:37:44 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,,,,,Edge desktop,,Safari desktop,,,,,,,,,Current major version is enough,,Neutral,Neutral
674,"Oct 23, 2022 3:04:47 am","Oct 23, 2022 3:04:47 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,Firefox on Android,Edge desktop,,,Safari on iOS,,,,,,,,Needs to be supported in more than current and previous major version,Mosaic,Not important,Not important
675,"Oct 23, 2022 3:23:45 am","Oct 23, 2022 3:23:45 am",Complete,,,English,https://developer.mozilla.org/,,,Chrome desktop,Chrome on Android,,Firefox desktop,,Edge desktop,,Safari desktop,Safari on iOS,Opera desktop,,,,,,,Needs to be supported in current and previous major version,,Somewhat important,Very important
